Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2)
1414,0.676181,-2.51919,-3.69133,20.7307,1274.39,129.38,71.9126,1260.96,707.081,0,0,0.00120473,0.0001817,0.0680045,0.704733,0.227906,0.749504,0,0
1415,0.674819,-2.51919,-3.68055,20.7416,1269.33,124.951,77.3212,1255.81,710.274,0,0,0.00120473,0.0001817,0.0707538,0.702524,0.229703,0.748239,0,0
1416,0.673456,-2.5192,-3.66978,20.7524,1264.24,120.55,82.7205,1250.63,713.394,0,0,0.00120473,0.0001817,0.0734416,0.700383,0.231477,0.74702,0,0
1417,0.672094,-2.51921,-3.65901,20.7633,1259.14,116.176,88.1104,1245.44,716.443,0,0,0.00120473,0.0001817,0.0760682,0.69831,0.233227,0.745848,0,0
1418,0.670732,-2.51922,-3.64823,20.7742,1254.01,111.83,93.4907,1240.22,719.419,0,0,0.00120473,0.0001817,0.0786332,0.696306,0.234954,0.744723,0,0
1419,0.669369,-2.51923,-3.63746,20.785,1248.85,107.513,98.8615,1234.98,722.323,0,0,0.00120473,0.0001817,0.0811365,0.694371,0.236658,0.743644,0,0
1420,0.668007,-2.51923,-3.62668,20.7959,1243.68,103.223,104.223,1229.72,725.153,0,0,0.00120473,0.0001817,0.0835778,0.692505,0.238339,0.742612,0,0
1421,0.666645,-2.51924,-3.61591,20.8067,1238.48,98.9612,109.575,1224.44,727.911,0,0,0.00120473,0.0001817,0.0859572,0.690709,0.239996,0.741627,0,0
1422,0.652101,-2.51925,-3.59849,20.8294,1197.53,96.9647,116.201,1183.87,712.831,0,0,0.00120473,0.0001817,0.068267,0.678768,0.236418,0.725895,0,0
1423,0.637557,-2.51926,-3.58107,20.8521,1155.53,95.104,122.013,1142.26,698.485,0,0,0.00120473,0.0001817,0.053577,0.67726,0.232486,0.720221,0,0
1424,0.623013,-2.51926,-3.56365,20.8748,1111.26,86.269,130.48,1098.08,701.278,0,0,0.00120473,0.0001817,0.0564618,0.685057,0.227769,0.725739,0,0
1425,0.608469,-2.51927,-3.54622,20.8975,1062.15,76.5662,134.261,1049.15,700.994,0,0,0.00120473,0.0001817,0.0611349,0.691951,0.220545,0.72935,0,0
1426,0.593926,-2.51928,-3.5288,20.9202,1042.64,65.7608,138.318,1029.39,687.917,0,0,0.00120473,0.0001817,0.0667114,0.706592,0.217401,0.742914,0,0
1427,0.579382,-2.51929,-3.51138,20.9429,1027.87,53.9617,142.99,1014.18,672.146,0,0,0.00120473,0.0001817,0.0725147,0.721355,0.21505,0.757059,0,0
1428,0.564838,-2.5193,-3.49396,20.9656,1013.1,42.1626,147.662,998.967,656.374,0,0,0.00120473,0.0001817,0.0783181,0.736119,0.212699,0.771205,0,0
1429,0.550294,-2.5193,-3.47654,20.9883,997.648,30.6018,151.727,983.106,640.191,0,0,0.00120473,0.0001817,0.083882,0.749602,0.210091,0.784048,0,0
1430,0.53575,-2.51931,-3.45912,21.011,977.148,20.7779,151.363,962.515,620.999,0,0,0.00120473,0.0001817,0.0877002,0.753747,0.205609,0.787394,0,0
1431,0.521207,-2.51932,-3.4417,21.0337,956.647,10.9541,150.999,941.924,601.807,0,0,0.00120473,0.0001817,0.0915184,0.757892,0.201126,0.79074,0,0
1432,0.506663,-2.51933,-3.42428,21.0564,936.147,1.13027,150.635,921.333,582.615,0,0,0.00120473,0.0001817,0.0953367,0.762037,0.196643,0.794086,0,0
1433,0.492119,-2.51933,-3.40685,21.0791,915.647,-8.6936,150.271,900.742,563.423,0,0,0.00120473,0.0001817,0.0991549,0.766182,0.192161,0.797432,0,0
1434,0.477575,-2.51934,-3.38943,21.1018,895.146,-18.5174,149.907,880.151,544.231,0,0,0.00120473,0.0001817,0.102973,0.770327,0.187678,0.800778,0,0
1435,0.463031,-2.51935,-3.37201,21.1245,874.687,-28.1244,149.229,859.625,525.678,0,0,0.00120473,0.0001817,0.106534,0.772763,0.182852,0.802352,0,0
1436,0.448487,-2.51936,-3.35459,21.1472,854.37,-36.9748,147.455,839.33,509.353,0,0,0.00120473,0.0001817,0.109196,0.76923,0.176829,0.797741,0,0
1437,0.433944,-2.51936,-3.33717,21.1698,842.934,-40.7184,146.417,827.797,488.291,0,0,0.00120473,0.0001817,0.107048,0.769735,0.16661,0.796932,0,0
1438,0.4194,-2.51937,-3.31975,21.1925,836.542,-42.4058,145.557,821.24,470.828,0,0,0.00120473,0.0001817,0.102821,0.768674,0.156309,0.794527,0,0
1439,0.404856,-2.51938,-3.30233,21.2152,829.521,-43.7365,145.021,814.012,454.913,0,0,0.00120473,0.0001817,0.0985073,0.768317,0.14607,0.792754,0,0
1440,0.390312,-2.51939,-3.28491,21.2379,816.402,-41.6097,147.616,800.279,454.009,0,0,0.00120473,0.0001817,0.093352,0.774785,0.136433,0.7971,0,0
1441,0.375768,-2.51939,-3.26749,21.2606,803.283,-39.4828,150.21,786.546,453.105,0,0,0.00120473,0.0001817,0.0881966,0.781253,0.126796,0.801445,0,0
1442,0.367675,-2.5194,-3.2596,21.2719,795.848,-38.1931,150.704,778.932,452.598,0,0,0.00120473,0.0001817,0.0853747,0.784233,0.121331,0.803242,0,0
1443,0.359582,-2.5194,-3.25172,21.2832,788.413,-36.9033,151.197,771.318,452.091,0,0,0.00120473,0.0001817,0.0825529,0.787213,0.115865,0.805038,0,0
1444,0.351489,-2.5194,-3.24383,21.2945,780.978,-35.6136,151.69,763.703,451.584,0,0,0.00120473,0.0001817,0.0797311,0.790193,0.1104,0.806835,0,0
1445,0.343396,-2.51941,-3.23595,21.3058,773.544,-34.3238,152.184,756.089,451.077,0,0,0.00120473,0.0001817,0.0769092,0.793173,0.104935,0.808631,0,0
1446,0.335303,-2.51941,-3.22806,21.3171,766.108,-33.0341,152.677,748.474,450.57,0,0,0.00120473,0.0001817,0.0740874,0.796153,0.0994693,0.810427,0,0
1447,0.32721,-2.51941,-3.22018,21.3284,758.673,-31.7443,153.17,740.86,450.063,0,0,0.00120473,0.0001817,0.0712655,0.799133,0.0940039,0.812224,0,0
1448,0.319117,-2.51941,-3.21229,21.3397,751.239,-30.4546,153.664,733.246,449.557,0,0,0.00120473,0.0001817,0.0684437,0.802113,0.0885386,0.81402,0,0
1449,0.311024,-2.51942,-3.20441,21.351,743.804,-29.1648,154.157,725.631,449.05,0,0,0.00120473,0.0001817,0.0656218,0.805093,0.0830732,0.815817,0,0
1450,0.302931,-2.51942,-3.19652,21.3623,736.369,-27.8751,154.65,718.017,448.543,0,0,0.00120473,0.0001817,0.0628,0.808074,0.0776079,0.817613,0,0
1451,0.294838,-2.51942,-3.18864,21.3736,728.934,-26.5853,155.143,710.402,448.036,0,0,0.00120473,0.0001817,0.0599782,0.811054,0.0721425,0.819409,0,0
1452,0.286745,-2.51942,-3.18075,21.3849,721.499,-25.2956,155.637,702.788,447.529,0,0,0.00120473,0.0001817,0.0571563,0.814033,0.0666772,0.821206,0,0
1453,0.278652,-2.51943,-3.17287,21.3962,714.064,-24.0058,156.13,695.174,447.022,0,0,0.00120473,0.0001817,0.0543345,0.817014,0.0612119,0.823002,0,0
1454,0.270558,-2.51943,-3.16498,21.4075,706.629,-22.7161,156.623,687.559,446.515,0,0,0.00120473,0.0001817,0.0515126,0.819993,0.0557465,0.824799,0,0
1455,0.262465,-2.51943,-3.1571,21.4188,699.195,-21.4263,157.117,679.945,446.008,0,0,0.00120473,0.0001817,0.0486908,0.822974,0.0502812,0.826595,0,0
1456,0.254372,-2.51944,-3.14921,21.4301,694.854,-20.926,159.213,675.178,445.35,0,0,0.00120473,0.0001817,0.0460949,0.824558,0.0466848,0.827418,0,0
1457,0.246279,-2.51944,-3.14133,21.4414,694.876,-21.5386,163.568,674.427,444.48,0,0,0.00120473,0.0001817,0.0438177,0.824176,0.0457233,0.826869,0,0
1458,0.238186,-2.51944,-3.13344,21.4527,700.165,-19.1328,170.288,678.167,451.848,0,0,0.00120473,0.0001817,0.0413383,0.826219,0.0450433,0.828907,0,0
1459,0.230093,-2.51944,-3.12556,21.464,705.663,-16.6068,177.103,682.086,459.545,0,0,0.00120473,0.0001817,0.0388507,0.828359,0.0443744,0.831048,0,0
1460,0.222,-2.51945,-3.11768,21.4753,712.224,-15.1733,179.643,687.355,464.235,0,0,0.00120473,0.0001817,0.0385745,0.820592,0.0427564,0.823473,0,0
1461,0.213907,-2.51945,-3.10979,21.4866,719.345,-15.4095,181.739,692.63,473.433,0,0,0.00120473,0.0001817,0.041526,0.812535,0.0410552,0.815861,0,0
1462,0.21801,-2.51945,-3.10954,21.4907,717.831,-16.8893,182.382,690.895,475.722,0,0,0.00120473,0.0001817,0.0440793,0.817027,0.0419267,0.820491,0,0
1463,0.222113,-2.51945,-3.1093,21.4948,716.312,-18.3915,183.034,689.156,478.011,0,0,0.00120473,0.0001817,0.0466775,0.821513,0.0428007,0.825118,0,0
1464,0.226216,-2.51946,-3.10905,21.4989,714.791,-19.9163,183.694,687.416,480.298,0,0,0.00120473,0.0001817,0.0493207,0.825993,0.0436774,0.829741,0,0
1465,0.230319,-2.51946,-3.1088,21.503,713.266,-21.4635,184.364,685.672,482.585,0,0,0.00120473,0.0001817,0.0520092,0.830465,0.0445567,0.834363,0,0
1466,0.234422,-2.51946,-3.10856,21.5072,711.739,-23.0331,185.042,683.927,484.868,0,0,0.00120473,0.0001817,0.0547423,0.834931,0.0454387,0.838981,0,0
1467,0.238525,-2.51946,-3.10831,21.5113,710.209,-24.6253,185.729,682.179,487.151,0,0,0.00120473,0.0001817,0.0575207,0.839391,0.0463233,0.843597,0,0
1468,0.242628,-2.51946,-3.10806,21.5154,708.675,-26.2401,186.426,680.428,489.433,0,0,0.00120473,0.0001817,0.0603445,0.843844,0.0472105,0.84821,0,0
1469,0.246731,-2.51947,-3.10782,21.5195,707.139,-27.8773,187.131,678.675,491.711,0,0,0.00120473,0.0001817,0.0632129,0.84829,0.0481004,0.85282,0,0
1470,0.250834,-2.51947,-3.10757,21.5236,705.599,-29.5372,187.845,676.919,493.99,0,0,0.00120473,0.0001817,0.0661269,0.85273,0.0489929,0.857427,0,0
1471,0.254937,-2.51947,-3.10732,21.5277,705.687,-30.672,188.412,676.746,495.857,0,0,0.00120473,0.0001817,0.0686745,0.855256,0.0504456,0.860305,0,0
1472,0.25904,-2.51947,-3.10707,21.5318,708.838,-30.7876,188.686,679.555,496.88,0,0,0.00120473,0.0001817,0.0704593,0.854234,0.0529715,0.859981,0,0
1473,0.263143,-2.51947,-3.10683,21.5359,711.995,-30.9048,188.957,682.38,497.789,0,0,0.00120473,0.0001817,0.0722353,0.853269,0.0555357,0.859714,0,0
1474,0.267246,-2.51948,-3.10658,21.54,716.212,-31.3292,189.43,686.182,499.029,0,0,0.00120473,0.0001817,0.0745714,0.851691,0.0583823,0.858974,0,0
1475,0.271349,-2.51948,-3.10633,21.5441,722.382,-32.3237,190.269,691.791,500.867,0,0,0.00120473,0.0001817,0.0779392,0.848963,0.061714,0.857347,0,0
1476,0.275452,-2.51948,-3.10609,21.5483,728.618,-33.339,191.105,697.488,502.445,0,0,0.00120473,0.0001817,0.0813065,0.846298,0.0650895,0.855803,0,0
1477,0.279555,-2.51948,-3.10584,21.5524,734.92,-34.3748,191.938,703.271,503.762,0,0,0.00120473,0.0001817,0.0846731,0.843696,0.068509,0.854344,0,0
1478,0.283659,-2.51948,-3.10559,21.5565,741.286,-35.4308,192.767,709.139,504.819,0,0,0.00120473,0.0001817,0.0880387,0.841158,0.0719725,0.852969,0,0
1479,0.287762,-2.51949,-3.10535,21.5606,747.719,-36.5062,193.592,715.095,505.614,0,0,0.00120473,0.0001817,0.091402,0.838683,0.0754802,0.851677,0,0
1480,0.291865,-2.51949,-3.1051,21.5647,754.215,-37.6011,194.415,721.136,506.149,0,0,0.00120473,0.0001817,0.0947629,0.836273,0.079032,0.850469,0,0
1481,0.295968,-2.51949,-3.10485,21.5688,760.778,-38.7145,195.234,727.265,506.422,0,0,0.00120473,0.0001817,0.0981204,0.833925,0.0826283,0.849345,0,0
1482,0.269707,-2.51948,-3.10799,21.5953,718.879,-31.9287,189.512,688.811,499.085,0,0,0.00120473,0.0001817,0.0758151,0.850467,0.0600992,0.858258,0,0
1483,0.243446,-2.51946,-3.11112,21.6217,706.746,-25.24,185.179,679.26,485.22,0,0,0.00120473,0.0001817,0.0576545,0.844456,0.0473491,0.848564,0,0
1484,0.217185,-2.51945,-3.11425,21.6481,715.789,-14.8914,180.376,690.155,467.772,0,0,0.00120473,0.0001817,0.0392369,0.815653,0.0417431,0.818701,0,0
1485,0.190924,-2.51943,-3.11738,21.6746,725.394,-6.15464,177.011,700.787,458.532,0,0,0.00120473,0.0001817,0.0252321,0.788922,0.036572,0.791349,0,0
1486,0.164664,-2.51942,-3.12052,21.701,736.101,1.35194,175.471,710.997,464.267,0,0,0.00120473,0.0001817,0.0157932,0.766294,0.0319659,0.768608,0,0
1487,0.138403,-2.5194,-3.12365,21.7275,746.81,8.8586,173.93,721.208,470.001,0,0,0.00120473,0.0001817,0.00635428,0.743666,0.02736,0.745866,0,0
1488,0.112142,-2.51939,-3.12678,21.7539,757.517,16.3652,172.39,731.417,475.735,0,0,0.00120473,0.0001817,-0.00308462,0.721038,0.0227539,0.723125,0,0
1489,0.0858813,-2.51938,-3.12992,21.7804,768.225,23.8718,170.849,741.627,481.469,0,0,0.00120473,0.0001817,-0.0125235,0.69841,0.0181478,0.700383,0,0
1490,0.0596205,-2.51936,-3.13305,21.8068,774.68,30.0986,169.46,747.313,490.984,0,0,0.00120473,0.0001817,-0.0213703,0.675905,0.0125102,0.677705,0,0
1491,0.0333597,-2.51935,-3.13618,21.8333,757.184,29.0882,168.892,727.532,521.654,0,0,0.00120473,0.0001817,-0.0268646,0.654056,0.00105928,0.655346,0,0
1492,0.00709893,-2.51933,-3.13931,21.8597,751.787,26.9535,168.875,721.585,531.339,0,0,0.00120473,0.0001817,-0.0317649,0.652306,-0.00818179,0.653351,0,0
1493,-0.0191619,-2.51932,-3.14245,21.8862,759.343,24.045,170.582,730.452,518.842,0,0,0.00120473,0.0001817,-0.0353105,0.674877,-0.0147817,0.676109,0,0
1494,-0.0454226,-2.51931,-3.14558,21.9126,765.095,26.2547,170.411,736.811,513.619,0,0,0.00120473,0.0001817,-0.0374173,0.677008,-0.019327,0.678564,0,0
1495,-0.0716834,-2.51929,-3.14871,21.9391,770.543,29.331,169.921,742.745,509.626,0,0,0.00120473,0.0001817,-0.0392804,0.675678,-0.0235245,0.67758,0,0
1496,-0.0979442,-2.51928,-3.15185,21.9655,775.991,32.4072,169.431,748.68,505.633,0,0,0.00120473,0.0001817,-0.0411436,0.674348,-0.027722,0.676596,0,0
1497,-0.124205,-2.51926,-3.15498,21.992,781.438,35.4836,168.942,754.615,501.64,0,0,0.00120473,0.0001817,-0.0430067,0.673018,-0.0319195,0.675612,0,0
1498,-0.150466,-2.51925,-3.15811,22.0184,786.885,38.5599,168.452,760.549,497.648,0,0,0.00120473,0.0001817,-0.0448699,0.671688,-0.036117,0.674628,0,0
1499,-0.176727,-2.51924,-3.16125,22.0449,792.333,41.6362,167.962,766.483,493.655,0,0,0.00120473,0.0001817,-0.046733,0.670358,-0.0403146,0.673644,0,0
1500,-0.202987,-2.51922,-3.16438,22.0713,797.781,44.7124,167.473,772.418,489.662,0,0,0.00120473,0.0001817,-0.0485962,0.669028,-0.0445121,0.672661,0,0
1501,-0.229248,-2.51921,-3.16751,22.0977,803.228,47.7887,166.983,778.353,485.669,0,0,0.00120473,0.0001817,-0.0504593,0.667697,-0.0487096,0.671677,0,0
1502,-0.247093,-2.51918,-3.18596,22.1234,800.847,49.9894,162.951,776.379,497.913,0,0,0.00120473,0.0001817,-0.0523248,0.674219,-0.0502264,0.678372,0,0
1503,-0.264938,-2.51916,-3.20441,22.1491,797.778,49.7321,157.513,772.888,515.572,0,0,0.00120473,0.0001817,-0.0519558,0.664367,-0.0532896,0.668821,0,0
1504,-0.282782,-2.51914,-3.22287,22.1748,806.245,46.4052,156.379,780.799,524.802,0,0,0.00120473,0.0001817,-0.0505627,0.648791,-0.0596624,0.653786,0,0
1505,-0.300627,-2.51912,-3.24132,22.2004,817.568,46.0666,150.51,793.334,524.379,0,0,0.00120473,0.0001817,-0.0533018,0.649527,-0.0686753,0.656219,0,0
1506,-0.318472,-2.51909,-3.25977,22.2261,825.408,48.0925,141.803,802.86,522.61,0,0,0.00120473,0.0001817,-0.057496,0.652602,-0.0774105,0.661026,0,0
1507,-0.336316,-2.51907,-3.27822,22.2518,833.238,49.854,132.916,812.441,520.147,0,0,0.00120473,0.0001817,-0.061579,0.65563,-0.0860552,0.665788,0,0
1508,-0.354161,-2.51905,-3.29667,22.2774,841.052,51.0792,123.664,822.138,516.276,0,0,0.00120473,0.0001817,-0.0654368,0.658562,-0.0945166,0.670457,0,0
1509,-0.372006,-2.51902,-3.31513,22.3031,848.864,52.3045,114.412,831.834,512.405,0,0,0.00120473,0.0001817,-0.0692946,0.661494,-0.102978,0.675125,0,0
1510,-0.389851,-2.519,-3.33358,22.3288,856.678,53.5297,105.159,841.53,508.534,0,0,0.00120473,0.0001817,-0.0731524,0.664426,-0.111439,0.679794,0,0
1511,-0.407695,-2.51898,-3.35203,22.3544,864.492,54.7549,95.9072,851.227,504.664,0,0,0.00120473,0.0001817,-0.0770102,0.667358,-0.119901,0.684463,0,0
1512,-0.42554,-2.51896,-3.37048,22.3801,872.305,55.9802,86.655,860.923,500.793,0,0,0.00120473,0.0001817,-0.0808681,0.67029,-0.128362,0.689132,0,0
1513,-0.443385,-2.51893,-3.38893,22.4058,880.118,57.2053,77.4026,870.619,496.922,0,0,0.00120473,0.0001817,-0.0847258,0.673222,-0.136823,0.6938,0,0
1514,-0.461229,-2.51891,-3.40738,22.4314,890.909,54.0984,70.3602,882.472,493.479,0,0,0.00120473,0.0001817,-0.0882316,0.682135,-0.146683,0.704531,0,0
1515,-0.479074,-2.51889,-3.42584,22.4571,904.828,46.4407,65.6391,896.59,490.484,0,0,0.00120473,0.0001817,-0.0913676,0.697332,-0.158013,0.721629,0,0
1516,-0.496919,-2.51887,-3.44429,22.4828,921.583,40.0005,61.7158,913.562,491.922,0,0,0.00120473,0.0001817,-0.0935989,0.704671,-0.169822,0.731578,0,0
1517,-0.514764,-2.51884,-3.46274,22.5085,943.742,31.7369,58.6516,936.321,494.756,0,0,0.00120473,0.0001817,-0.0945647,0.706107,-0.181063,0.736438,0,0
1518,-0.532608,-2.51882,-3.48119,22.5341,965.901,23.4734,55.5872,959.079,497.589,0,0,0.00120473,0.0001817,-0.0955304,0.707543,-0.192305,0.741297,0,0
1519,-0.550453,-2.5188,-3.49964,22.5598,988.061,15.2098,52.5229,981.839,500.422,0,0,0.00120473,0.0001817,-0.0964962,0.708979,-0.203546,0.746157,0,0
1520,-0.568298,-2.51877,-3.51809,22.5855,1010.22,6.94632,49.4586,1004.6,503.256,0,0,0.00120473,0.0001817,-0.0974619,0.710415,-0.214788,0.751016,0,0
1521,-0.586142,-2.51875,-3.53655,22.6111,1032.38,-1.31726,46.3943,1027.36,506.089,0,0,0.00120473,0.0001817,-0.0984276,0.711851,-0.226029,0.755876,0,0
1522,-0.58497,-2.51873,-3.56387,22.6385,1027.91,-10.5914,38.825,1023.55,508.078,0,0,0.00120473,0.0001817,-0.0949372,0.712959,-0.225727,0.757448,0,0
1523,-0.583799,-2.51871,-3.5912,22.6658,1023.49,-20.0407,31.2671,1019.8,509.671,0,0,0.00120473,0.0001817,-0.0913593,0.713361,-0.225355,0.758282,0,0
1524,-0.582627,-2.51869,-3.61853,22.6932,1019.66,-32.0367,23.8752,1016.85,505.514,0,0,0.00120473,0.0001817,-0.0865101,0.703501,-0.223949,0.748382,0,0
1525,-0.581455,-2.51867,-3.64585,22.7205,1015.84,-44.0327,16.4833,1013.91,501.358,0,0,0.00120473,0.0001817,-0.0816609,0.693642,-0.222544,0.738482,0,0
1526,-0.580283,-2.51864,-3.67318,22.7479,1017.45,-54.0049,7.26949,1015.28,503.08,0,0,0.00120473,0.0001817,-0.0755985,0.695197,-0.224429,0.74011,0,0
1527,-0.579111,-2.51862,-3.70051,22.7752,1022.35,-62.7513,-3.04781,1019.27,508.363,0,0,0.00120473,0.0001817,-0.0688013,0.703665,-0.228307,0.74872,0,0
1528,-0.577939,-2.5186,-3.72783,22.8026,1027.25,-71.4977,-13.3651,1023.25,513.647,0,0,0.00120473,0.0001817,-0.0620041,0.712133,-0.232184,0.75733,0,0
1529,-0.576767,-2.51858,-3.75516,22.8299,1032.15,-80.244,-23.6824,1027.24,518.93,0,0,0.00120473,0.0001817,-0.0552069,0.720601,-0.236062,0.76594,0,0
1530,-0.575595,-2.51856,-3.78249,22.8573,1036.19,-89.0995,-33.3148,1030.38,523.416,0,0,0.00120473,0.0001817,-0.0472688,0.720039,-0.237192,0.764897,0,0
1531,-0.574423,-2.51854,-3.80981,22.8846,1039.92,-97.9928,-42.7091,1033.22,527.624,0,0,0.00120473,0.0001817,-0.0389342,0.716338,-0.237368,0.760499,0,0
1532,-0.573251,-2.51851,-3.83714,22.912,1043.66,-106.886,-52.1034,1036.07,531.832,0,0,0.00120473,0.0001817,-0.0305996,0.712637,-0.237544,0.7561,0,0
1533,-0.572079,-2.51849,-3.86447,22.9394,1058.8,-112.603,-55.74,1050.77,544.152,0,0,0.00120473,0.0001817,-0.0255554,0.721693,-0.240188,0.764824,0,0
1534,-0.570907,-2.51847,-3.89179,22.9667,1075.61,-115.59,-54.5031,1067.46,562.205,0,0,0.00120473,0.0001817,-0.0236194,0.736642,-0.245164,0.780037,0,0
1535,-0.569735,-2.51845,-3.91912,22.9941,1086.78,-118.484,-53.1532,1078.48,579.583,0,0,0.00120473,0.0001817,-0.0219852,0.748236,-0.250367,0.792115,0,0
1536,-0.568563,-2.51843,-3.94645,23.0214,1107.54,-121.892,-55.9855,1099.06,574.604,0,0,0.00120473,0.0001817,-0.0200959,0.738638,-0.246976,0.782164,0,0
1537,-0.567391,-2.51841,-3.97377,23.0488,1119.54,-121.128,-52.7567,1111.29,561.998,0,0,0.00120473,0.0001817,-0.0165607,0.701557,-0.228656,0.741605,0,0
1538,-0.566219,-2.51839,-4.0011,23.0761,1131.25,-120.231,-49.3306,1123.24,549.187,0,0,0.00120473,0.0001817,-0.0129742,0.663644,-0.20988,0.700118,0,0
1539,-0.565047,-2.51836,-4.02843,23.1035,1142.96,-119.334,-45.9045,1135.2,536.377,0,0,0.00120473,0.0001817,-0.0093876,0.625732,-0.191105,0.658631,0,0
1540,-0.563875,-2.51834,-4.05575,23.1308,1154.68,-118.437,-42.4784,1147.15,523.567,0,0,0.00120473,0.0001817,-0.00580103,0.587819,-0.172329,0.617144,0,0
1541,-0.562703,-2.51832,-4.08308,23.1582,1166.39,-117.541,-39.0523,1159.1,510.756,0,0,0.00120473,0.0001817,-0.00221447,0.549907,-0.153553,0.575657,0,0
1542,-0.55016,-2.51832,-4.09492,23.1754,1152.7,-114.867,-35.8251,1145.71,512.118,0,0,0.00120473,0.0001817,-0.000731443,0.542936,-0.142327,0.565992,0,0
1543,-0.537617,-2.51831,-4.10677,23.1927,1141.07,-116.681,-36.5888,1133.51,509.381,0,0,0.00120473,0.0001817,0.000829299,0.555978,-0.134901,0.577072,0,0
1544,-0.525075,-2.51831,-4.11861,23.2099,1131.4,-122.812,-41.1917,1122.44,502.7,0,0,0.00120473,0.0001817,0.00246466,0.588273,-0.131132,0.60811,0,0
1545,-0.512532,-2.5183,-4.13045,23.2272,1121.74,-128.944,-45.7946,1111.38,496.02,0,0,0.00120473,0.0001817,0.00410004,0.620568,-0.127363,0.639148,0,0
1546,-0.499989,-2.5183,-4.1423,23.2444,1112.08,-135.075,-50.3976,1100.32,489.339,0,0,0.00120473,0.0001817,0.00573549,0.652863,-0.123594,0.670186,0,0
1547,-0.487446,-2.5183,-4.15414,23.2617,1102.42,-141.206,-55.0005,1089.25,482.658,0,0,0.00120473,0.0001817,0.00737086,0.685158,-0.119825,0.701224,0,0
1548,-0.474904,-2.51829,-4.16598,23.2789,1092.75,-147.338,-59.6034,1078.19,475.977,0,0,0.00120473,0.0001817,0.00900624,0.717454,-0.116056,0.732262,0,0
1549,-0.462361,-2.51829,-4.17783,23.2962,1083.09,-153.469,-64.2065,1067.12,469.296,0,0,0.00120473,0.0001817,0.0106417,0.749749,-0.112287,0.7633,0,0
1550,-0.449818,-2.51828,-4.18967,23.3134,1073.43,-159.6,-68.8094,1056.06,462.616,0,0,0.00120473,0.0001817,0.012277,0.782044,-0.108518,0.794338,0,0
1551,-0.437275,-2.51828,-4.20151,23.3307,1063.77,-165.732,-73.4125,1044.99,455.934,0,0,0.00120473,0.0001817,0.0139125,0.81434,-0.104749,0.825376,0,0
1552,-0.424733,-2.51828,-4.21336,23.3479,1056.15,-164.058,-74.832,1037.22,454.268,0,0,0.00120473,0.0001817,0.01399,0.822847,-0.104833,0.834146,0,0
1553,-0.41219,-2.51827,-4.2252,23.3652,1049.49,-158.738,-74.7647,1030.99,454.943,0,0,0.00120473,0.0001817,0.0133399,0.820243,-0.106718,0.832516,0,0
1554,-0.399647,-2.51827,-4.23704,23.3824,1042.83,-153.418,-74.6975,1024.75,455.618,0,0,0.00120473,0.0001817,0.0126898,0.81764,-0.108602,0.830886,0,0
1555,-0.387104,-2.51826,-4.24889,23.3997,1017.04,-153.241,-76.7285,997.912,444.178,0,0,0.00120473,0.0001817,0.0132362,0.822373,-0.0947264,0.832399,0,0
1556,-0.374562,-2.51826,-4.26073,23.4169,980.057,-156.864,-80.9739,958.75,422.722,0,0,0.00120473,0.0001817,0.0145284,0.832629,-0.0679504,0.835897,0,0
1557,-0.362019,-2.51826,-4.27257,23.4342,1009.44,-149.361,-85.6685,988.785,421.086,0,0,0.00120473,0.0001817,0.0126119,0.830956,-0.0673843,0.833931,0,0
1558,-0.349476,-2.51825,-4.28442,23.4514,1043.76,-141.349,-90.5718,1023.89,420.666,0,0,0.00120473,0.0001817,0.0106635,0.829933,-0.0682436,0.833049,0,0
1559,-0.336933,-2.51825,-4.29626,23.4687,1071.1,-133.438,-95.8847,1051.76,416.8,0,0,0.00120473,0.0001817,0.00878005,0.827475,-0.0681099,0.830688,0,0
1560,-0.324391,-2.51824,-4.3081,23.4859,1078.74,-125.811,-102.354,1059.21,403.205,0,0,0.00120473,0.0001817,0.00708014,0.820966,-0.0651727,0.824147,0,0
1561,-0.311848,-2.51824,-4.31995,23.5032,1086.38,-118.184,-108.823,1066.66,389.611,0,0,0.00120473,0.0001817,0.00538025,0.814458,-0.0622356,0.817606,0,0
1562,-0.302614,-2.51824,-4.32904,23.5161,1092.44,-112.534,-113.66,1072.57,379.305,0,0,0.00120473,0.0001817,0.00410282,0.809238,-0.0600989,0.812366,0,0
1563,-0.29338,-2.51823,-4.33814,23.5291,1101.67,-107.89,-123.14,1079.41,354.104,0,0,0.00120473,0.0001817,0.00584963,0.829077,-0.0596688,0.832446,0,0
1564,-0.284146,-2.51823,-4.34724,23.5421,1112.25,-103.054,-133.602,1087.37,327.097,0,0,0.00120473,0.0001817,0.00766813,0.852949,-0.0596067,0.856601,0,0
