Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2),(16) Absolute Pressure(dyne/cm2),(17) Total Pressure(dyne/cm2),(18) Total Temperature(Celsius),(19) Mach Number()
342,-0.121526,-2.5068,-3.81288,2.74613,1250.2,-15.2225,4.81421,1247.58,280.137,0,0,0.00120473,0.0001817,-0.0540602,1.71699,-0.02866,1.71915,0,0,1.01E+06,1.01E+06,0.0839302,0.0377342
343,-0.115699,-2.5068,-3.81424,2.75211,1256.97,-14.8952,3.09472,1253.11,280.194,0,0,0.00120473,0.0001817,-0.0506234,1.69601,-0.0243494,1.6982,0,0,1.01E+06,1.01E+06,0.0860185,0.0379387
344,-0.109873,-2.5068,-3.8156,2.75809,1263.75,-14.568,1.37523,1258.65,280.252,0,0,0.00120473,0.0001817,-0.0471867,1.67503,-0.0200388,1.67725,0,0,1.01E+06,1.01E+06,0.0881068,0.0381432
345,-0.104047,-2.5068,-3.81696,2.76408,1270.53,-14.2407,-0.344265,1264.19,280.31,0,0,0.00120473,0.0001817,-0.0437499,1.65406,-0.0157282,1.6563,0,0,1.01E+06,1.01E+06,0.0901951,0.0383477
346,-0.0982206,-2.5068,-3.81832,2.77006,1277.3,-13.9135,-2.06376,1269.73,280.367,0,0,0.00120473,0.0001817,-0.0403132,1.63308,-0.0114176,1.63535,0,0,1.01E+06,1.01E+06,0.0922834,0.0385523
347,-0.0923944,-2.5068,-3.81968,2.77604,1284.08,-13.5862,-3.78325,1275.27,280.425,0,0,0.00120473,0.0001817,-0.0368765,1.6121,-0.00710705,1.6144,0,0,1.01E+06,1.01E+06,0.0943717,0.0387568
348,-0.0865681,-2.5068,-3.82104,2.78203,1290.85,-13.259,-5.50274,1280.81,280.483,0,0,0.00120473,0.0001817,-0.0334397,1.59113,-0.00279645,1.59345,0,0,1.01E+06,1.01E+06,0.09646,0.0389613
349,-0.0807418,-2.5068,-3.8224,2.78801,1297.63,-12.9317,-7.22223,1286.35,280.54,0,0,0.00120473,0.0001817,-0.030003,1.57015,0.00151413,1.5725,0,0,1.01E+06,1.01E+06,0.0985483,0.0391658
350,-0.0749155,-2.5068,-3.82376,2.79399,1304.4,-12.6045,-8.94172,1291.89,280.598,0,0,0.00120473,0.0001817,-0.0265662,1.54917,0.00582473,1.55155,0,0,1.01E+06,1.01E+06,0.100637,0.0393703
351,-0.0690893,-2.5068,-3.82513,2.79998,1311.18,-12.2773,-10.6612,1297.43,280.656,0,0,0.00120473,0.0001817,-0.0231295,1.52819,0.0101353,1.5306,0,0,1.01E+06,1.01E+06,0.102725,0.0395748
352,-0.063263,-2.5068,-3.82649,2.80596,1317.95,-11.95,-12.3807,1302.97,280.714,0,0,0.00120473,0.0001817,-0.0196927,1.50722,0.0144459,1.50965,0,0,1.01E+06,1.01E+06,0.104813,0.0397793
353,-0.0574367,-2.5068,-3.82785,2.81194,1320.51,-11.2376,-14.1129,1304.91,280.033,0,0,0.00120473,0.0001817,-0.0175538,1.49468,0.0179064,1.49708,0,0,1.01E+06,1.01E+06,0.10581,0.0398564
354,-0.0516104,-2.5068,-3.82921,2.81792,1318.71,-10.1284,-15.8582,1303.13,278.591,0,0,0.00120473,0.0001817,-0.0167524,1.49084,0.0204908,1.49315,0,0,1.01E+06,1.01E+06,0.105683,0.0398021
355,-0.0457841,-2.5068,-3.83057,2.82391,1316.92,-9.01919,-17.6034,1301.35,277.15,0,0,0.00120473,0.0001817,-0.015951,1.487,0.0230752,1.48922,0,0,1.01E+06,1.01E+06,0.105556,0.0397479
356,-0.0399579,-2.5068,-3.83193,2.82989,1315.12,-7.90996,-19.3487,1299.57,275.709,0,0,0.00120473,0.0001817,-0.0151496,1.48316,0.0256596,1.48529,0,0,1.01E+06,1.01E+06,0.105429,0.0396937
357,-0.0341316,-2.5068,-3.83329,2.83587,1312.62,-6.94803,-20.6902,1297.53,273.918,0,0,0.00120473,0.0001817,-0.014452,1.47885,0.0274573,1.48086,0,0,1.01E+06,1.01E+06,0.105114,0.0396184
358,-0.0283053,-2.5068,-3.83465,2.84186,1304.2,-7.23732,-18.6019,1293.29,269.167,0,0,0.00120473,0.0001817,-0.014636,1.47063,0.0225725,1.47218,0,0,1.01E+06,1.01E+06,0.103205,0.0393643
359,-0.022479,-2.5068,-3.83601,2.84784,1295.78,-7.52662,-16.5136,1289.05,264.416,0,0,0.00120473,0.0001817,-0.0148199,1.4624,0.0176876,1.46351,0,0,1.01E+06,1.01E+06,0.101297,0.0391101
360,-0.0166528,-2.5068,-3.83737,2.85382,1287.36,-7.81591,-14.4253,1284.81,259.664,0,0,0.00120473,0.0001817,-0.0150039,1.45418,0.0128027,1.45483,0,0,1.01E+06,1.01E+06,0.0993887,0.038856
361,-0.0108265,-2.5068,-3.83873,2.85981,1289.31,-9.28115,-14.6571,1285.51,256.731,0,0,0.00120473,0.0001817,-0.0141926,1.45251,0.00619677,1.45326,0,0,1.01E+06,1.01E+06,0.0997296,0.0389147
362,-0.00560465,-2.5068,-3.83524,2.86609,1288.93,-10.2171,-15.1095,1281.91,261.481,0,0,0.00120473,0.0001817,-0.0135623,1.45142,-0.000355574,1.45248,0,0,1.01E+06,1.01E+06,0.0996813,0.0389033
363,-0.000382807,-2.5068,-3.83174,2.87238,1288.56,-11.1531,-15.5618,1278.31,266.232,0,0,0.00120473,0.0001817,-0.0129321,1.45033,-0.00690791,1.4517,0,0,1.01E+06,1.01E+06,0.099633,0.0388919
364,0.00483904,-2.5068,-3.82824,2.87866,1288.18,-12.0891,-16.0142,1274.71,270.982,0,0,0.00120473,0.0001817,-0.0123018,1.44924,-0.0134603,1.45092,0,0,1.01E+06,1.01E+06,0.0995847,0.0388806
365,0.0100609,-2.5068,-3.82474,2.88495,1287.8,-13.0252,-16.4666,1271.11,275.733,0,0,0.00120473,0.0001817,-0.0116716,1.44815,-0.0200126,1.45014,0,0,1.01E+06,1.01E+06,0.0995364,0.0388692
366,0.0152827,-2.5068,-3.82124,2.89123,1287.43,-13.9612,-16.919,1267.51,280.483,0,0,0.00120473,0.0001817,-0.0110413,1.44705,-0.0265649,1.44936,0,0,1.01E+06,1.01E+06,0.0994881,0.0388579
367,0.0205046,-2.5068,-3.81774,2.89752,1281.52,-12.9289,-16.9501,1261.12,284.366,0,0,0.00120473,0.0001817,-0.00941696,1.45292,-0.0285717,1.4553,0,0,1.01E+06,1.01E+06,0.0982189,0.0386797
368,0.0257264,-2.5068,-3.81424,2.90381,1273.15,-11.0195,-16.7936,1253.49,287.863,0,0,0.00120473,0.0001817,-0.00734949,1.4619,-0.0285527,1.46422,0,0,1.01E+06,1.01E+06,0.0964056,0.0384271
369,0.0309483,-2.5068,-3.81074,2.91009,1264.79,-9.11009,-16.6371,1245.86,291.36,0,0,0.00120473,0.0001817,-0.00528203,1.47087,-0.0285336,1.47315,0,0,1.01E+06,1.01E+06,0.0945923,0.0381746
370,0.0361701,-2.5068,-3.80724,2.91638,1256.42,-7.20066,-16.4805,1238.23,294.857,0,0,0.00120473,0.0001817,-0.00321457,1.47984,-0.0285145,1.48208,0,0,1.01E+06,1.01E+06,0.092779,0.037922
371,0.0413919,-2.5068,-3.80374,2.92266,1248.05,-5.29129,-16.3241,1230.6,298.353,0,0,0.00120473,0.0001817,-0.00114708,1.48881,-0.0284955,1.49101,0,0,1.01E+06,1.01E+06,0.0909658,0.0376695
372,0.0466138,-2.5068,-3.80025,2.92895,1239.68,-3.38186,-16.1675,1222.97,301.85,0,0,0.00120473,0.0001817,0.000920379,1.49779,-0.0284764,1.49993,0,0,1.01E+06,1.01E+06,0.0891525,0.0374169
373,0.0518356,-2.5068,-3.79675,2.93524,1231.32,-1.47244,-16.011,1215.34,305.347,0,0,0.00120473,0.0001817,0.00298784,1.50676,-0.0284573,1.50886,0,0,1.01E+06,1.01E+06,0.0873391,0.0371643
374,0.0570575,-2.5068,-3.79325,2.94152,1222.95,0.436983,-15.8544,1207.71,308.843,0,0,0.00120473,0.0001817,0.0050553,1.51573,-0.0284383,1.51779,0,0,1.01E+06,1.01E+06,0.0855258,0.0369118
375,0.0622793,-2.5068,-3.78975,2.94781,1214.58,2.34641,-15.6979,1200.08,312.34,0,0,0.00120473,0.0001817,0.00712276,1.5247,-0.0284192,1.52671,0,0,1.01E+06,1.01E+06,0.0837125,0.0366592
376,0.0675012,-2.5068,-3.78625,2.95409,1206.21,4.25583,-15.5414,1192.45,315.837,0,0,0.00120473,0.0001817,0.00919022,1.53367,-0.0284001,1.53564,0,0,1.01E+06,1.01E+06,0.0818992,0.0364067
377,0.072723,-2.5068,-3.78275,2.96038,1197.85,6.16526,-15.3848,1184.82,319.334,0,0,0.00120473,0.0001817,0.0112577,1.54265,-0.0283811,1.54457,0,0,1.01E+06,1.01E+06,0.0800859,0.0361541
378,0.0779448,-2.5068,-3.77925,2.96666,1189.48,8.07463,-15.2284,1177.19,322.83,0,0,0.00120473,0.0001817,0.0133252,1.55162,-0.028362,1.5535,0,0,1.01E+06,1.01E+06,0.0782727,0.0359016
379,0.0831667,-2.5068,-3.77575,2.97295,1181.8,9.92687,-15.0683,1170.19,326.11,0,0,0.00120473,0.0001817,0.0151607,1.56072,-0.0278707,1.56256,0,0,1.01E+06,1.01E+06,0.0766073,0.0356697
380,0.0883885,-2.5068,-3.77225,2.97924,1180.27,11.2656,-14.8768,1168.86,327.441,0,0,0.00120473,0.0001817,0.014913,1.571,-0.0231384,1.57289,0,0,1.01E+06,1.01E+06,0.0762707,0.0356235
381,0.0936104,-2.5068,-3.76875,2.98552,1178.73,12.6043,-14.6852,1167.54,328.772,0,0,0.00120473,0.0001817,0.0146653,1.58129,-0.0184061,1.58322,0,0,1.01E+06,1.01E+06,0.0759341,0.0355773
382,0.0895503,-2.5068,-3.7644,2.99148,1174.23,12.6453,-13.4297,1163.47,335.681,0,0,0.00120473,0.0001817,0.0121755,1.57042,-0.0177637,1.5723,0,0,1.01E+06,1.01E+06,0.0751133,0.0354414
383,0.0854903,-2.5068,-3.76004,2.99743,1169.73,12.6863,-12.1742,1159.39,342.591,0,0,0.00120473,0.0001817,0.00968566,1.55956,-0.0171211,1.56137,0,0,1.01E+06,1.01E+06,0.0742925,0.0353056
384,0.0814302,-2.5068,-3.75569,3.00338,1165.23,12.7273,-10.9187,1155.31,349.5,0,0,0.00120473,0.0001817,0.00719591,1.54869,-0.0164787,1.55045,0,0,1.01E+06,1.01E+06,0.0734718,0.0351697
385,0.0773702,-2.5068,-3.75133,3.00934,1160.73,12.7683,-9.6632,1151.24,356.41,0,0,0.00120473,0.0001817,0.00470606,1.53782,-0.0158361,1.53952,0,0,1.01E+06,1.01E+06,0.072651,0.0350338
386,0.0733101,-2.5068,-3.74698,3.01529,1156.23,12.8093,-8.40772,1147.16,363.319,0,0,0.00120473,0.0001817,0.0022163,1.52696,-0.0151937,1.5286,0,0,1.01E+06,1.01E+06,0.0718303,0.034898
387,0.0692501,-2.5068,-3.74262,3.02125,1151.73,12.8503,-7.15224,1143.08,370.228,0,0,0.00120473,0.0001817,-0.000273452,1.51609,-0.0145513,1.51767,0,0,1.01E+06,1.01E+06,0.0710095,0.0347622
388,0.06519,-2.5068,-3.73827,3.0272,1147.23,12.8913,-5.89672,1139.01,377.138,0,0,0.00120473,0.0001817,-0.0027633,1.50523,-0.0139087,1.50675,0,0,1.01E+06,1.01E+06,0.0701887,0.0346263
389,0.06113,-2.5068,-3.73391,3.03315,1142.73,12.9323,-4.64124,1134.93,384.047,0,0,0.00120473,0.0001817,-0.00525305,1.49436,-0.0132662,1.49582,0,0,1.01E+06,1.01E+06,0.069368,0.0344904
390,0.0570699,-2.5068,-3.72956,3.03911,1138.23,12.9733,-3.38571,1130.85,390.956,0,0,0.00120473,0.0001817,-0.0077429,1.4835,-0.0126237,1.4849,0,0,1.01E+06,1.01E+06,0.0685472,0.0343546
391,0.0530099,-2.5068,-3.7252,3.04506,1133.72,13.0143,-2.13023,1126.78,397.866,0,0,0.00120473,0.0001817,-0.0102327,1.47263,-0.0119812,1.47397,0,0,1.01E+06,1.01E+06,0.0677264,0.0342187
392,0.0489498,-2.5068,-3.72085,3.05102,1129.22,13.0553,-0.874754,1122.7,404.775,0,0,0.00120473,0.0001817,-0.0127224,1.46177,-0.0113388,1.46305,0,0,1.01E+06,1.01E+06,0.0669057,0.0340829
393,0.0448898,-2.5068,-3.71649,3.05697,1124.72,13.0963,0.380771,1118.62,411.684,0,0,0.00120473,0.0001817,-0.0152123,1.4509,-0.0106962,1.45212,0,0,1.01E+06,1.01E+06,0.0660849,0.033947
394,0.0408297,-2.5068,-3.71214,3.06292,1120.22,13.1373,1.63625,1114.55,418.594,0,0,0.00120473,0.0001817,-0.017702,1.44003,-0.0100538,1.4412,0,0,1.01E+06,1.01E+06,0.0652641,0.0338112
395,0.0367697,-2.5068,-3.70778,3.06888,1115.72,13.1783,2.89178,1110.47,425.503,0,0,0.00120473,0.0001817,-0.0201919,1.42917,-0.0094112,1.43027,0,0,1.01E+06,1.01E+06,0.0644433,0.0336753
396,0.0327096,-2.5068,-3.70343,3.07483,1111.22,13.2193,4.14725,1106.39,432.412,0,0,0.00120473,0.0001817,-0.0226816,1.4183,-0.00876877,1.41935,0,0,1.01E+06,1.01E+06,0.0636226,0.0335395
397,0.0286496,-2.5068,-3.69907,3.08079,1114.56,15.2586,3.97682,1109.99,441.511,0,0,0.00120473,0.0001817,-0.0249968,1.40927,-0.00923438,1.41028,0,0,1.01E+06,1.01E+06,0.0636024,0.0336403
398,0.0245895,-2.5068,-3.69472,3.08674,1110.63,15.8359,4.53137,1107.37,450.434,0,0,0.00120473,0.0001817,-0.0276426,1.40231,-0.01125,1.40317,0,0,1.01E+06,1.01E+06,0.0628839,0.0335218
399,0.0205295,-2.5068,-3.69036,3.09269,1099.85,14.8964,5.97868,1098.56,458.545,0,0,0.00120473,0.0001817,-0.0305414,1.396,-0.0138306,1.39662,0,0,1.01E+06,1.01E+06,0.0614907,0.0331962
400,0.0164694,-2.5068,-3.68601,3.09865,1094.42,14.0489,7.16407,1094.16,463.356,0,0,0.00120473,0.0001817,-0.0310467,1.38856,-0.0147744,1.38904,0,0,1.01E+06,1.01E+06,0.0611792,0.0330323
401,0.0124094,-2.5068,-3.68165,3.1046,1093.91,13.3236,8.32484,1093.54,464.826,0,0,0.00120473,0.0001817,-0.02958,1.37954,-0.0148719,1.37999,0,0,1.01E+06,1.01E+06,0.0618688,0.033017
402,0.0092315,-2.5068,-3.68328,3.10817,1097.64,12.7137,7.54156,1097.26,464.074,0,0,0.00120473,0.0001817,-0.0280216,1.3734,-0.0143476,1.3738,0,0,1.01E+06,1.01E+06,0.0624815,0.0331296
403,0.00605364,-2.5068,-3.68491,3.11174,1099.73,12.0126,7.33339,1099.38,464.087,0,0,0.00120473,0.0001817,-0.0275782,1.37873,-0.0153597,1.37915,0,0,1.01E+06,1.01E+06,0.062409,0.0331928
404,0.00287578,-2.5068,-3.68654,3.11531,1100.16,11.1811,7.7063,1099.84,464.462,0,0,0.00120473,0.0001817,-0.028051,1.39382,-0.0173228,1.39434,0,0,1.01E+06,1.01E+06,0.061773,0.0332056
405,-0.000302079,-2.5068,-3.68817,3.11889,1099.07,9.88631,8.52766,1098.75,461.193,0,0,0.00120473,0.0001817,-0.0272339,1.39921,-0.0143152,1.39999,0,0,1.01E+06,1.01E+06,0.0619249,0.0331729
406,-0.00347994,-2.5068,-3.6898,3.12246,1102.44,9.02147,8.79038,1102.11,459.604,0,0,0.00120473,0.0001817,-0.027164,1.40047,-0.0141631,1.40133,0,0,1.01E+06,1.01E+06,0.0624901,0.0332745
407,-0.00665779,-2.5068,-3.69143,3.12603,1106.62,8.23481,8.9515,1106.28,458.319,0,0,0.00120473,0.0001817,-0.02723,1.40097,-0.0145302,1.40189,0,0,1.01E+06,1.01E+06,0.0631305,0.0334006
408,-0.00983565,-2.5068,-3.69305,3.1296,1110.79,7.44816,9.11263,1110.45,457.035,0,0,0.00120473,0.0001817,-0.027296,1.40147,-0.0148973,1.40244,0,0,1.01E+06,1.01E+06,0.0637708,0.0335266
409,-0.0130135,-2.5068,-3.69468,3.13317,1114.97,6.6615,9.27376,1114.62,455.75,0,0,0.00120473,0.0001817,-0.0273619,1.40197,-0.0152644,1.403,0,0,1.01E+06,1.01E+06,0.0644112,0.0336527
410,-0.0161914,-2.5068,-3.69631,3.13674,1119.15,5.87484,9.43489,1118.8,454.466,0,0,0.00120473,0.0001817,-0.0274279,1.40248,-0.0156316,1.40355,0,0,1.01E+06,1.01E+06,0.0650515,0.0337787
411,-0.0193692,-2.5068,-3.69794,3.14031,1123.32,5.08819,9.59609,1122.97,453.182,0,0,0.00120473,0.0001817,-0.0274939,1.40298,-0.0159988,1.40411,0,0,1.01E+06,1.01E+06,0.0656919,0.0339048
412,-0.0225471,-2.5068,-3.69957,3.14388,1127.5,4.30153,9.75722,1127.14,451.897,0,0,0.00120473,0.0001817,-0.0275599,1.40348,-0.0163659,1.40466,0,0,1.01E+06,1.01E+06,0.0663322,0.0340308
413,-0.0257249,-2.5068,-3.7012,3.14745,1130.43,3.88815,10.4606,1129.5,449.287,0,0,0.00120473,0.0001817,-0.0280614,1.40562,-0.0171749,1.40685,0,0,1.01E+06,1.01E+06,0.0667877,0.0341194
414,-0.0289028,-2.5068,-3.70283,3.15102,1132.94,3.60308,11.3504,1131.25,446.222,0,0,0.00120473,0.0001817,-0.0287127,1.40832,-0.0181359,1.4096,0,0,1.01E+06,1.01E+06,0.0671797,0.0341952
415,-0.0320807,-2.5068,-3.70445,3.15459,1135.45,3.31802,12.2403,1132.99,443.156,0,0,0.00120473,0.0001817,-0.029364,1.41102,-0.0190968,1.41235,0,0,1.01E+06,1.01E+06,0.0675717,0.034271
416,-0.0352585,-2.5068,-3.70608,3.15816,1137.96,3.03296,13.1301,1134.74,440.091,0,0,0.00120473,0.0001817,-0.0300153,1.41372,-0.0200578,1.4151,0,0,1.01E+06,1.01E+06,0.0679637,0.0343467
417,-0.0384364,-2.5068,-3.70771,3.16174,1140.48,2.74789,14.0199,1136.48,437.025,0,0,0.00120473,0.0001817,-0.0306666,1.41641,-0.0210187,1.41785,0,0,1.01E+06,1.01E+06,0.0683557,0.0344225
418,-0.0416142,-2.5068,-3.70934,3.16531,1143.44,2.32974,14.7601,1138.82,434.159,0,0,0.00120473,0.0001817,-0.0311858,1.41928,-0.0218633,1.42077,0,0,1.01E+06,1.01E+06,0.0688461,0.0345121
419,-0.0447921,-2.5068,-3.71097,3.16888,1147.77,1.51995,15.0599,1142.92,431.879,0,0,0.00120473,0.0001817,-0.0313162,1.42264,-0.0223651,1.42419,0,0,1.01E+06,1.01E+06,0.0696259,0.0346425
420,-0.0479699,-2.5068,-3.7126,3.17245,1152.09,0.710151,15.3597,1147.02,429.599,0,0,0.00120473,0.0001817,-0.0314466,1.42599,-0.022867,1.4276,0,0,1.01E+06,1.01E+06,0.0704057,0.0347729
421,-0.0511478,-2.5068,-3.71423,3.17602,1156.41,-0.099645,15.6595,1151.12,427.319,0,0,0.00120473,0.0001817,-0.031577,1.42935,-0.0233689,1.43102,0,0,1.01E+06,1.01E+06,0.0711856,0.0349033
422,-0.0510529,-2.5068,-3.70833,3.18191,1150.3,-0.225178,16.5222,1146.22,435.926,0,0,0.00120473,0.0001817,-0.0316795,1.42696,-0.0250191,1.42861,0,0,1.01E+06,1.01E+06,0.0698947,0.034719
423,-0.0509581,-2.5068,-3.70244,3.18781,1150.08,-2.05807,15.4651,1148.99,447.089,0,0,0.00120473,0.0001817,-0.0300872,1.4267,-0.0251756,1.42837,0,0,1.01E+06,1.01E+06,0.0698657,0.0347125
424,-0.0508632,-2.5068,-3.69655,3.1937,1144.49,-2.27267,16.759,1143.92,452.505,0,0,0.00120473,0.0001817,-0.0303832,1.43354,-0.0272479,1.43521,0,0,1.01E+06,1.01E+06,0.0690354,0.0345438
425,-0.0507683,-2.5068,-3.69065,3.1996,1137.63,-2.10409,18.6096,1137,456.561,0,0,0.00120473,0.0001817,-0.0311264,1.44205,-0.0297739,1.44372,0,0,1.01E+06,1.01E+06,0.0680154,0.0343366
426,-0.0506735,-2.5068,-3.68476,3.20549,1130.77,-1.93552,20.4601,1130.07,460.617,0,0,0.00120473,0.0001817,-0.0318696,1.45056,-0.0322999,1.45224,0,0,1.01E+06,1.01E+06,0.0669954,0.0341294
427,-0.0505786,-2.5068,-3.67886,3.21139,1123.9,-1.76695,22.3107,1123.15,464.673,0,0,0.00120473,0.0001817,-0.0326128,1.45907,-0.0348259,1.46076,0,0,1.01E+06,1.01E+06,0.0659754,0.0339223
428,-0.0504838,-2.5068,-3.67297,3.21728,1117.04,-1.59838,24.1612,1116.23,468.729,0,0,0.00120473,0.0001817,-0.0333559,1.46758,-0.0373519,1.46928,0,0,1.01E+06,1.01E+06,0.0649554,0.0337151
429,-0.0503889,-2.5068,-3.66708,3.22317,1110.17,-1.4298,26.0118,1109.31,472.785,0,0,0.00120473,0.0001817,-0.0340991,1.4761,-0.0398779,1.4778,0,0,1.01E+06,1.01E+06,0.0639354,0.0335079
430,-0.050294,-2.5068,-3.66118,3.22907,1103.31,-1.26123,27.8624,1102.39,476.841,0,0,0.00120473,0.0001817,-0.0348423,1.48461,-0.0424039,1.48632,0,0,1.01E+06,1.01E+06,0.0629154,0.0333008
431,-0.0501992,-2.5068,-3.65529,3.23496,1096.45,-1.09266,29.7129,1095.46,480.897,0,0,0.00120473,0.0001817,-0.0355855,1.49312,-0.0449298,1.49484,0,0,1.01E+06,1.01E+06,0.0618955,0.0330936
432,-0.0501043,-2.5068,-3.6494,3.24086,1089.58,-0.924087,31.5635,1088.54,484.953,0,0,0.00120473,0.0001817,-0.0363286,1.50163,-0.0474559,1.50336,0,0,1.01E+06,1.01E+06,0.0608755,0.0328864
433,-0.0500094,-2.5068,-3.6435,3.24675,1082.72,-0.755518,33.414,1081.62,489.009,0,0,0.00120473,0.0001817,-0.0370718,1.51014,-0.0499818,1.51187,0,0,1.01E+06,1.01E+06,0.0598555,0.0326793
434,-0.0499146,-2.5068,-3.63761,3.25265,1075.86,-0.586942,35.2646,1074.7,493.065,0,0,0.00120473,0.0001817,-0.037815,1.51866,-0.0525079,1.52039,0,0,1.01E+06,1.01E+06,0.0588355,0.0324721
435,-0.0498197,-2.5068,-3.63172,3.25854,1068.15,-0.518862,36.8812,1066.93,497.052,0,0,0.00120473,0.0001817,-0.0382522,1.52251,-0.05416,1.5243,0,0,1.01E+06,1.01E+06,0.0580448,0.0322397
436,-0.0497248,-2.5068,-3.62582,3.26443,1060.27,-0.47251,38.4472,1058.98,501.023,0,0,0.00120473,0.0001817,-0.0386233,1.52537,-0.0556232,1.52722,0,0,1.01E+06,1.01E+06,0.0573036,0.0320017
437,-0.04963,-2.5068,-3.61993,3.27033,1052.39,-0.426158,40.0131,1051.04,504.995,0,0,0.00120473,0.0001817,-0.0389944,1.52822,-0.0570864,1.53013,0,0,1.01E+06,1.01E+06,0.0565625,0.0317638
438,-0.0495351,-2.5068,-3.61404,3.27622,1044.5,-0.379806,41.5792,1043.09,508.966,0,0,0.00120473,0.0001817,-0.0393655,1.53107,-0.0585496,1.53304,0,0,1.01E+06,1.01E+06,0.0558214,0.0315258
439,-0.0494402,-2.5068,-3.60814,3.28212,1036.62,-0.333455,43.1451,1035.14,512.938,0,0,0.00120473,0.0001817,-0.0397366,1.53393,-0.0600128,1.53596,0,0,1.01E+06,1.01E+06,0.0550803,0.0312879
440,-0.0493454,-2.5068,-3.60225,3.28801,1028.74,-0.287102,44.7111,1027.2,516.909,0,0,0.00120473,0.0001817,-0.0401077,1.53678,-0.061476,1.53887,0,0,1.01E+06,1.01E+06,0.0543392,0.03105
441,-0.0492505,-2.5068,-3.59635,3.29391,1023.29,-0.195967,47.1882,1021.66,518.653,0,0,0.00120473,0.0001817,-0.0405691,1.5449,-0.0623694,1.54701,0,0,1.01E+06,1.01E+06,0.0536334,0.0308856
442,-0.0515648,-2.5068,-3.59134,3.29943,1019.12,-0.689386,49.3199,1017.42,521.318,0,0,0.00120473,0.0001817,-0.0411686,1.55174,-0.0644212,1.55391,0,0,1.01E+06,1.01E+06,0.0532448,0.0307597
443,-0.053879,-2.5068,-3.58632,3.30496,1014.95,-1.1828,51.4518,1013.17,523.983,0,0,0.00120473,0.0001817,-0.0417682,1.55857,-0.0664729,1.56082,0,0,1.01E+06,1.01E+06,0.0528562,0.0306337
444,-0.0561933,-2.5068,-3.5813,3.31048,1010.77,-1.67622,53.5836,1008.92,526.648,0,0,0.00120473,0.0001817,-0.0423677,1.5654,-0.0685247,1.56772,0,0,1.01E+06,1.01E+06,0.0524676,0.0305078
445,-0.0585075,-2.5068,-3.57628,3.31601,1006.6,-2.16964,55.7154,1004.67,529.313,0,0,0.00120473,0.0001817,-0.0429672,1.57223,-0.0705765,1.57462,0,0,1.01E+06,1.01E+06,0.052079,0.0303818
446,-0.0608218,-2.5068,-3.57127,3.32153,1002.43,-2.66306,57.8472,1000.42,531.978,0,0,0.00120473,0.0001817,-0.0435668,1.57906,-0.0726282,1.58153,0,0,1.01E+06,1.01E+06,0.0516904,0.0302559
447,-0.0631361,-2.5068,-3.56625,3.32706,998.254,-3.15648,59.979,996.17,534.643,0,0,0.00120473,0.0001817,-0.0441663,1.5859,-0.07468,1.58843,0,0,1.01E+06,1.01E+06,0.0513018,0.0301299
448,-0.0654503,-2.5068,-3.56123,3.33259,994.081,-3.6499,62.1108,991.921,537.308,0,0,0.00120473,0.0001817,-0.0447658,1.59273,-0.0767318,1.59534,0,0,1.01E+06,1.01E+06,0.0509132,0.030004
449,-0.0677646,-2.5068,-3.55621,3.33811,989.908,-4.14331,64.2425,987.672,539.973,0,0,0.00120473,0.0001817,-0.0453653,1.59956,-0.0787835,1.60224,0,0,1.01E+06,1.01E+06,0.0505246,0.029878
450,-0.0700788,-2.5068,-3.5512,3.34364,985.735,-4.63673,66.3744,983.423,542.638,0,0,0.00120473,0.0001817,-0.0459649,1.60639,-0.0808353,1.60914,0,0,1.01E+06,1.01E+06,0.050136,0.029752
451,-0.0723931,-2.5068,-3.54618,3.34916,991.292,-5.68569,69.1175,988.825,544.142,0,0,0.00120473,0.0001817,-0.0438827,1.60339,-0.0828829,1.60635,0,0,1.01E+06,1.01E+06,0.0508627,0.0299198
452,-0.0747074,-2.5068,-3.54116,3.35469,995.079,-6.03547,71.2532,992.47,547.779,0,0,0.00120473,0.0001817,-0.0433573,1.59322,-0.0828564,1.59623,0,0,1.01E+06,1.01E+06,0.0518025,0.0300341
453,-0.0770216,-2.5068,-3.53614,3.36021,997.535,-6.60466,72.5017,994.829,553.567,0,0,0.00120473,0.0001817,-0.0418777,1.58001,-0.0823283,1.58308,0,0,1.01E+06,1.01E+06,0.0527305,0.0301082
454,-0.0793359,-2.5068,-3.53113,3.36574,994.587,-8.065,70.1463,991.97,568.09,0,0,0.00120473,0.0001817,-0.0365235,1.55439,-0.0797637,1.55767,0,0,1.01E+06,1.01E+06,0.0536107,0.0300192
