Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2)
440,0.214808,-2.50678,-3.77731,2.34928,1163.93,20.3844,-17.1361,1161.19,349.706,0,0,0.00120473,0.0001817,-0.0180631,1.53026,0.0507955,1.54013,0,0
441,0.215597,-2.50673,-3.77351,2.35317,1164.42,20.8944,-16.531,1161.7,352.865,0,0,0.00120473,0.0001817,-0.0186368,1.52561,0.0536701,1.53563,0,0
442,0.214976,-2.50662,-3.76792,2.35879,1164.14,21.358,-15.5182,1161.5,358.005,0,0,0.00120473,0.0001817,-0.0194678,1.52308,0.0570422,1.53305,0,0
443,0.214354,-2.50651,-3.76233,2.36442,1163.85,21.8217,-14.5054,1161.29,363.144,0,0,0.00120473,0.0001817,-0.020299,1.52055,0.0604135,1.53047,0,0
444,0.213733,-2.5064,-3.75674,2.37004,1163.56,22.2853,-13.4925,1161.09,368.284,0,0,0.00120473,0.0001817,-0.02113,1.51803,0.0637856,1.5279,0,0
445,0.213111,-2.5063,-3.75115,2.37567,1163.27,22.749,-12.4796,1160.89,373.424,0,0,0.00120473,0.0001817,-0.021961,1.5155,0.0671577,1.52532,0,0
446,0.21249,-2.50619,-3.74557,2.38129,1162.98,23.2126,-11.4668,1160.69,378.563,0,0,0.00120473,0.0001817,-0.0227921,1.51297,0.0705289,1.52274,0,0
447,0.211868,-2.50608,-3.73998,2.38692,1162.7,23.6763,-10.454,1160.49,383.703,0,0,0.00120473,0.0001817,-0.0236231,1.51044,0.073901,1.52017,0,0
448,0.211247,-2.50597,-3.73439,2.39254,1162.41,24.1399,-9.44111,1160.29,388.842,0,0,0.00120473,0.0001817,-0.0244542,1.50792,0.0772732,1.51759,0,0
449,0.210625,-2.50586,-3.7288,2.39817,1162.12,24.6036,-8.42831,1160.08,393.982,0,0,0.00120473,0.0001817,-0.0252853,1.50539,0.0806444,1.51501,0,0
450,0.210004,-2.50575,-3.72321,2.40379,1161.83,25.0672,-7.41544,1159.88,399.122,0,0,0.00120473,0.0001817,-0.0261163,1.50286,0.0840165,1.51244,0,0
451,0.209383,-2.50564,-3.71762,2.40941,1158.1,25.6191,-6.06709,1156.15,404.059,0,0,0.00120473,0.0001817,-0.0271972,1.50227,0.085654,1.51196,0,0
452,0.208761,-2.50554,-3.71203,2.41504,1150.84,26.261,-4.37701,1148.83,408.791,0,0,0.00120473,0.0001817,-0.0285326,1.50367,0.0855234,1.51364,0,0
453,0.20814,-2.50543,-3.70644,2.42066,1143.59,26.9029,-2.68687,1141.5,413.522,0,0,0.00120473,0.0001817,-0.029868,1.50506,0.0853937,1.51531,0,0
454,0.207518,-2.50532,-3.70085,2.42629,1136.34,27.5448,-0.99678,1134.18,418.254,0,0,0.00120473,0.0001817,-0.0312034,1.50645,0.0852631,1.51699,0,0
455,0.206897,-2.50521,-3.69526,2.43191,1129.09,28.1867,0.693361,1126.86,422.985,0,0,0.00120473,0.0001817,-0.0325388,1.50784,0.0851334,1.51866,0,0
456,0.206275,-2.5051,-3.68967,2.43754,1127.89,28.3141,0.872342,1124.98,429.184,0,0,0.00120473,0.0001817,-0.0337096,1.5056,0.0864667,1.51678,0,0
457,0.205654,-2.50499,-3.68408,2.44316,1138.36,27.4486,-1.86568,1133.62,438.214,0,0,0.00120473,0.0001817,-0.034563,1.49637,0.0906233,1.50804,0,0
458,0.205032,-2.50488,-3.67849,2.44879,1148.82,26.5831,-4.6035,1142.27,447.244,0,0,0.00120473,0.0001817,-0.0354163,1.48713,0.0947806,1.4993,0,0
459,0.204411,-2.50477,-3.6729,2.45441,1159.29,25.7177,-7.34133,1150.91,456.274,0,0,0.00120473,0.0001817,-0.0362695,1.47789,0.0989379,1.49056,0,0
460,0.203789,-2.50467,-3.66732,2.46004,1158.45,25.4489,-6.92347,1149.17,460.805,0,0,0.00120473,0.0001817,-0.0372066,1.47314,0.0995993,1.48599,0,0
461,0.203168,-2.50456,-3.66173,2.46566,1153.91,25.3759,-5.47017,1144.04,463.86,0,0,0.00120473,0.0001817,-0.038171,1.46987,0.099115,1.48279,0,0
462,0.200229,-2.50441,-3.6565,2.47166,1146.43,25.0607,-3.16036,1136.4,466.115,0,0,0.00120473,0.0001817,-0.0389748,1.47299,0.0972128,1.48545,0,0
463,0.197289,-2.50427,-3.65127,2.47766,1138.96,24.7454,-0.850347,1128.76,468.37,0,0,0.00120473,0.0001817,-0.0397785,1.4761,0.0953112,1.48811,0,0
464,0.19435,-2.50413,-3.64604,2.48366,1131.48,24.4302,1.45946,1121.12,470.626,0,0,0.00120473,0.0001817,-0.0405823,1.47921,0.0934091,1.49076,0,0
465,0.19141,-2.50399,-3.64081,2.48966,1124,24.1149,3.76922,1113.49,472.881,0,0,0.00120473,0.0001817,-0.0413861,1.48232,0.0915069,1.49342,0,0
466,0.188471,-2.50384,-3.63558,2.49566,1116.52,23.7997,6.07928,1105.85,475.136,0,0,0.00120473,0.0001817,-0.0421899,1.48544,0.0896053,1.49608,0,0
467,0.185531,-2.5037,-3.63035,2.50166,1109.53,23.5351,8.70886,1098.96,479.054,0,0,0.00120473,0.0001817,-0.0425241,1.49055,0.0881494,1.50079,0,0
468,0.182592,-2.50356,-3.62513,2.50766,1104.53,23.4773,12.6435,1095.16,489.758,0,0,0.00120473,0.0001817,-0.0409425,1.50386,0.0885146,1.51388,0,0
469,0.179652,-2.50342,-3.6199,2.51366,1099.52,23.4194,16.5781,1091.35,500.461,0,0,0.00120473,0.0001817,-0.0393609,1.51716,0.0888798,1.52697,0,0
470,0.176713,-2.50327,-3.61467,2.51966,1094.52,23.3616,20.513,1087.54,511.164,0,0,0.00120473,0.0001817,-0.0377792,1.53047,0.0892455,1.54006,0,0
471,0.173774,-2.50313,-3.60944,2.52566,1089.52,23.3038,24.4477,1083.73,521.867,0,0,0.00120473,0.0001817,-0.0361976,1.54377,0.0896107,1.55315,0,0
472,0.170834,-2.50299,-3.60421,2.53166,1084.52,23.246,28.3822,1079.93,532.57,0,0,0.00120473,0.0001817,-0.034616,1.55708,0.0899759,1.56624,0,0
473,0.167895,-2.50285,-3.59898,2.53766,1079.52,23.1882,32.3171,1076.12,543.274,0,0,0.00120473,0.0001817,-0.0330344,1.57038,0.0903416,1.57933,0,0
474,0.164955,-2.5027,-3.59375,2.54366,1074.51,23.1304,36.2517,1072.31,553.977,0,0,0.00120473,0.0001817,-0.0314528,1.58369,0.0907068,1.59242,0,0
475,0.162016,-2.50256,-3.58853,2.54966,1069.62,22.9276,39.5961,1068.21,563.638,0,0,0.00120473,0.0001817,-0.0303539,1.59334,0.0897858,1.60188,0,0
476,0.159076,-2.50242,-3.5833,2.55566,1064.96,22.4263,41.7249,1063.49,571.153,0,0,0.00120473,0.0001817,-0.030249,1.59544,0.086216,1.60385,0,0
477,0.156137,-2.50228,-3.57807,2.56166,1060.31,21.925,43.8539,1058.78,578.667,0,0,0.00120473,0.0001817,-0.0301441,1.59755,0.0826465,1.60582,0,0
478,0.153198,-2.50213,-3.57284,2.56766,1055.65,21.4237,45.9826,1054.07,586.182,0,0,0.00120473,0.0001817,-0.0300393,1.59966,0.0790766,1.60779,0,0
479,0.150258,-2.50199,-3.56761,2.57366,1050.99,20.9224,48.1115,1049.35,593.697,0,0,0.00120473,0.0001817,-0.0299344,1.60177,0.0755068,1.60976,0,0
480,0.147319,-2.50185,-3.56238,2.57966,1046.33,20.4212,50.2404,1044.64,601.211,0,0,0.00120473,0.0001817,-0.0298296,1.60388,0.0719373,1.61172,0,0
481,0.144379,-2.5017,-3.55715,2.58566,1041.67,19.9199,52.3692,1039.92,608.726,0,0,0.00120473,0.0001817,-0.0297247,1.60599,0.0683675,1.61369,0,0
482,0.138913,-2.50156,-3.55448,2.59175,1036.18,18.8472,53.856,1034.41,613.636,0,0,0.00120473,0.0001817,-0.0296925,1.61009,0.0605345,1.61713,0,0
483,0.133446,-2.50142,-3.5518,2.59784,1030.7,17.7746,55.3429,1028.9,618.546,0,0,0.00120473,0.0001817,-0.0296603,1.61419,0.0527018,1.62056,0,0
484,0.12798,-2.50128,-3.54912,2.60393,1026.67,16.7538,56.8941,1024.83,619.5,0,0,0.00120473,0.0001817,-0.0300375,1.61352,0.0449282,1.61914,0,0
485,0.122513,-2.50114,-3.54645,2.61001,1024.79,15.8086,58.5396,1022.85,614.669,0,0,0.00120473,0.0001817,-0.0310135,1.60587,0.0372416,1.61064,0,0
486,0.117047,-2.50099,-3.54377,2.6161,1022.91,14.8635,60.1851,1020.88,609.839,0,0,0.00120473,0.0001817,-0.0319894,1.59823,0.0295548,1.60213,0,0
487,0.11158,-2.50085,-3.54109,2.62219,1021.03,13.9184,61.8305,1018.9,605.008,0,0,0.00120473,0.0001817,-0.0329654,1.59059,0.021868,1.59363,0,0
488,0.106114,-2.50071,-3.53842,2.62828,1019.15,12.9732,63.476,1016.93,600.177,0,0,0.00120473,0.0001817,-0.0339413,1.58295,0.0141815,1.58512,0,0
489,0.100647,-2.50057,-3.53574,2.63437,1017.26,12.0281,65.1214,1014.95,595.347,0,0,0.00120473,0.0001817,-0.0349173,1.57531,0.00649464,1.57662,0,0
490,0.0951809,-2.50043,-3.53306,2.64046,1016.21,13.1166,70.373,1013.11,601.112,0,0,0.00120473,0.0001817,-0.0376981,1.58695,0.00879358,1.58827,0,0
491,0.0897144,-2.50029,-3.53039,2.64654,1015.2,14.3317,75.8491,1011.26,607.537,0,0,0.00120473,0.0001817,-0.0405914,1.59979,0.0117142,1.60117,0,0
492,0.0842479,-2.50014,-3.52771,2.65263,1014.2,15.5468,81.3252,1009.42,613.963,0,0,0.00120473,0.0001817,-0.0434846,1.61264,0.0146348,1.61408,0,0
493,0.0787814,-2.5,-3.52503,2.65872,1013.2,16.7619,86.8015,1007.58,620.388,0,0,0.00120473,0.0001817,-0.0463779,1.62548,0.0175557,1.62698,0,0
494,0.0733149,-2.49986,-3.52236,2.66481,1012.19,17.977,92.2776,1005.73,626.813,0,0,0.00120473,0.0001817,-0.0492711,1.63832,0.0204763,1.63989,0,0
495,0.0678484,-2.49972,-3.51968,2.6709,1011.19,19.192,97.7537,1003.89,633.238,0,0,0.00120473,0.0001817,-0.0521644,1.65116,0.0233971,1.65279,0,0
496,0.0623819,-2.49958,-3.517,2.67699,1010.18,20.4072,103.23,1002.05,639.664,0,0,0.00120473,0.0001817,-0.0550576,1.66401,0.0263177,1.6657,0,0
497,0.0569154,-2.49943,-3.51432,2.68307,1009.18,21.6223,108.706,1000.21,646.089,0,0,0.00120473,0.0001817,-0.0579509,1.67685,0.0292384,1.6786,0,0
498,0.0514489,-2.49929,-3.51165,2.68916,1008.17,22.8374,114.182,998.365,652.514,0,0,0.00120473,0.0001817,-0.0608442,1.6897,0.0321592,1.69151,0,0
499,0.0459824,-2.49915,-3.50897,2.69525,1007.17,24.0525,119.658,996.522,658.94,0,0,0.00120473,0.0001817,-0.0637374,1.70254,0.0350798,1.70441,0,0
500,0.040516,-2.49901,-3.50629,2.70134,1005.41,24.2165,123.978,994.192,664.06,0,0,0.00120473,0.0001817,-0.0659746,1.71659,0.0368841,1.7185,0,0
501,0.0350495,-2.49887,-3.50362,2.70743,1002.51,22.8127,126.572,991.132,667.234,0,0,0.00120473,0.0001817,-0.0672331,1.73244,0.0370228,1.73437,0,0
502,0.0295592,-2.49877,-3.50342,2.71292,998.957,21.1541,128.079,987.514,671.546,0,0,0.00120473,0.0001817,-0.0680042,1.75404,0.0365424,1.75593,0,0
503,0.024069,-2.49867,-3.50323,2.71842,995.406,19.4955,129.586,983.896,675.857,0,0,0.00120473,0.0001817,-0.0687753,1.77564,0.0360621,1.7775,0,0
504,0.0185788,-2.49857,-3.50303,2.72391,994.361,17.5988,130.454,982.801,678.467,0,0,0.00120473,0.0001817,-0.0688122,1.78709,0.0329717,1.78894,0,0
505,0.0130886,-2.49847,-3.50284,2.72941,995.421,15.5021,130.785,983.825,679.647,0,0,0.00120473,0.0001817,-0.0682324,1.79003,0.0276889,1.79187,0,0
506,0.00759836,-2.49837,-3.50264,2.7349,996.483,13.4052,131.116,984.852,680.827,0,0,0.00120473,0.0001817,-0.0676525,1.79296,0.0224062,1.79481,0,0
507,0.00210814,-2.49827,-3.50244,2.7404,997.542,11.3085,131.446,985.875,682.007,0,0,0.00120473,0.0001817,-0.0670727,1.7959,0.0171235,1.79775,0,0
508,-0.00338208,-2.49817,-3.50225,2.74589,1002.18,8.846,130.589,990.553,681.275,0,0,0.00120473,0.0001817,-0.0669836,1.78361,0.0065174,1.78567,0,0
509,-0.0088723,-2.49807,-3.50205,2.75138,1007.17,6.3479,129.616,995.586,680.356,0,0,0.00120473,0.0001817,-0.0669424,1.76983,-0.00460706,1.77213,0,0
510,-0.0143625,-2.49797,-3.50186,2.75688,1012.15,3.84982,128.642,1000.62,679.438,0,0,0.00120473,0.0001817,-0.0669011,1.75605,-0.0157314,1.75859,0,0
511,-0.0198527,-2.49788,-3.50166,2.76237,1017.13,1.93958,126.882,1005.8,677.522,0,0,0.00120473,0.0001817,-0.0670015,1.74103,-0.0241771,1.74375,0,0
512,-0.025343,-2.49778,-3.50147,2.76787,1022.1,1.51834,123.129,1011.36,673.079,0,0,0.00120473,0.0001817,-0.0674606,1.72286,-0.025838,1.72562,0,0
513,-0.0308332,-2.49768,-3.50127,2.77336,1027.07,1.09712,119.375,1016.93,668.635,0,0,0.00120473,0.0001817,-0.0679197,1.70468,-0.0274986,1.7075,0,0
514,-0.0363234,-2.49758,-3.50107,2.77886,1032.04,0.675878,115.622,1022.49,664.192,0,0,0.00120473,0.0001817,-0.0683789,1.6865,-0.0291595,1.68938,0,0
515,-0.0418136,-2.49748,-3.50088,2.78435,1037.01,0.254659,111.869,1028.05,659.749,0,0,0.00120473,0.0001817,-0.068838,1.66833,-0.0308202,1.67125,0,0
516,-0.0473038,-2.49738,-3.50068,2.78985,1041.98,-0.166581,108.115,1033.61,655.305,0,0,0.00120473,0.0001817,-0.0692971,1.65015,-0.032481,1.65313,0,0
517,-0.052794,-2.49728,-3.50049,2.79534,1046.95,-0.58801,104.362,1039.17,650.862,0,0,0.00120473,0.0001817,-0.0697562,1.63197,-0.0341421,1.63501,0,0
518,-0.0582843,-2.49718,-3.50029,2.80084,1051.92,-1.00923,100.609,1044.74,646.418,0,0,0.00120473,0.0001817,-0.0702153,1.61379,-0.0358028,1.61688,0,0
519,-0.0637745,-2.49708,-3.5001,2.80633,1056.89,-1.43047,96.8556,1050.3,641.975,0,0,0.00120473,0.0001817,-0.0706744,1.59562,-0.0374636,1.59876,0,0
520,-0.0692647,-2.49699,-3.4999,2.81183,1061.86,-1.85169,93.1024,1055.86,637.531,0,0,0.00120473,0.0001817,-0.0711335,1.57744,-0.0391243,1.58064,0,0
521,-0.0747549,-2.49689,-3.49971,2.81732,1066.82,-2.27293,89.349,1061.42,633.088,0,0,0.00120473,0.0001817,-0.0715927,1.55926,-0.0407851,1.56251,0,0
522,-0.0782582,-2.49686,-3.50178,2.82139,1069.64,-2.68028,85.6303,1064.76,631.187,0,0,0.00120473,0.0001817,-0.0722449,1.55119,-0.0429463,1.55452,0,0
523,-0.0817615,-2.49684,-3.50385,2.82546,1072.9,-3.40122,82.5543,1068.42,630.319,0,0,0.00120473,0.0001817,-0.0725289,1.5446,-0.0455868,1.54811,0,0
524,-0.0852647,-2.49681,-3.50593,2.82953,1077.55,-5.10125,81.4861,1073.08,632.682,0,0,0.00120473,0.0001817,-0.0716628,1.54268,-0.0497237,1.54671,0,0
525,-0.088768,-2.49679,-3.508,2.8336,1082.21,-6.80146,80.4181,1077.75,635.044,0,0,0.00120473,0.0001817,-0.0707966,1.54076,-0.0538608,1.5453,0,0
526,-0.0922713,-2.49676,-3.51007,2.83768,1086.86,-8.50149,79.3499,1082.42,637.406,0,0,0.00120473,0.0001817,-0.0699305,1.53884,-0.0579977,1.54389,0,0
527,-0.0957746,-2.49674,-3.51215,2.84175,1091.51,-10.2015,78.2816,1087.09,639.769,0,0,0.00120473,0.0001817,-0.0690644,1.53692,-0.0621346,1.54248,0,0
528,-0.0992778,-2.49671,-3.51422,2.84582,1096.16,-11.9018,77.2136,1091.76,642.131,0,0,0.00120473,0.0001817,-0.0681982,1.535,-0.0662718,1.54107,0,0
529,-0.102781,-2.49669,-3.5163,2.84989,1100.81,-13.6018,76.1453,1096.43,644.494,0,0,0.00120473,0.0001817,-0.0673321,1.53308,-0.0704087,1.53966,0,0
530,-0.106284,-2.49666,-3.51837,2.85396,1105.46,-15.302,75.0773,1101.1,646.856,0,0,0.00120473,0.0001817,-0.066466,1.53116,-0.0745459,1.53826,0,0
531,-0.109788,-2.49664,-3.52044,2.85803,1110.11,-17.0021,74.009,1105.76,649.219,0,0,0.00120473,0.0001817,-0.0655999,1.52924,-0.0786829,1.53685,0,0
532,-0.113291,-2.49662,-3.52252,2.8621,1114.76,-18.7021,72.9409,1110.43,651.581,0,0,0.00120473,0.0001817,-0.0647338,1.52733,-0.0828196,1.53544,0,0
533,-0.116794,-2.49659,-3.52459,2.86617,1119.42,-20.4023,71.8728,1115.1,653.943,0,0,0.00120473,0.0001817,-0.0638676,1.5254,-0.0869568,1.53403,0,0
534,-0.120297,-2.49657,-3.52666,2.87024,1124.07,-22.1023,70.8046,1119.77,656.306,0,0,0.00120473,0.0001817,-0.0630015,1.52349,-0.0910937,1.53262,0,0
535,-0.123801,-2.49654,-3.52874,2.87432,1128.72,-23.8026,69.7365,1124.44,658.668,0,0,0.00120473,0.0001817,-0.0621353,1.52157,-0.095231,1.53121,0,0
536,-0.127304,-2.49652,-3.53081,2.87839,1133.37,-25.5026,68.6683,1129.11,661.031,0,0,0.00120473,0.0001817,-0.0612692,1.51965,-0.0993679,1.5298,0,0
537,-0.130807,-2.49649,-3.53289,2.88246,1138.09,-27.2018,67.5996,1133.84,663.226,0,0,0.00120473,0.0001817,-0.060394,1.51759,-0.103408,1.52825,0,0
538,-0.134311,-2.49647,-3.53496,2.88653,1144.69,-28.8754,66.5167,1140.44,660.31,0,0,0.00120473,0.0001817,-0.0592408,1.51126,-0.104518,1.52211,0,0
539,-0.137814,-2.49644,-3.53703,2.8906,1151.3,-30.5489,65.4335,1147.04,657.395,0,0,0.00120473,0.0001817,-0.0580876,1.50493,-0.105628,1.51598,0,0
540,-0.141317,-2.49642,-3.53911,2.89467,1157.9,-32.2226,64.3505,1153.64,654.479,0,0,0.00120473,0.0001817,-0.0569344,1.4986,-0.106738,1.50984,0,0
541,-0.14482,-2.49639,-3.54118,2.89874,1164.51,-33.896,63.2673,1160.23,651.564,0,0,0.00120473,0.0001817,-0.0557812,1.49228,-0.107848,1.50371,0,0
542,-0.146171,-2.49646,-3.5462,2.90394,1170.12,-35.1832,61.1415,1165.92,645.099,0,0,0.00120473,0.0001817,-0.0550717,1.49148,-0.106147,1.5027,0,0
543,-0.147521,-2.49652,-3.55123,2.90914,1175.73,-36.4704,59.0156,1171.6,638.634,0,0,0.00120473,0.0001817,-0.0543623,1.49069,-0.104446,1.50169,0,0
544,-0.148871,-2.49659,-3.55625,2.91435,1181.35,-37.7575,56.8899,1177.28,632.169,0,0,0.00120473,0.0001817,-0.0536528,1.4899,-0.102745,1.50069,0,0
545,-0.150221,-2.49665,-3.56127,2.91955,1186.96,-39.0445,54.7638,1182.96,625.704,0,0,0.00120473,0.0001817,-0.0529434,1.48911,-0.101043,1.49968,0,0
546,-0.151572,-2.49672,-3.56629,2.92475,1192.57,-40.3316,52.638,1188.64,619.239,0,0,0.00120473,0.0001817,-0.052234,1.48832,-0.0993424,1.49868,0,0
547,-0.152922,-2.49678,-3.57132,2.92995,1198.18,-41.6188,50.5122,1194.32,612.774,0,0,0.00120473,0.0001817,-0.0515245,1.48752,-0.0976415,1.49767,0,0
548,-0.154272,-2.49684,-3.57634,2.93515,1203.79,-42.906,48.3864,1200,606.308,0,0,0.00120473,0.0001817,-0.050815,1.48673,-0.0959404,1.49667,0,0
549,-0.155623,-2.49691,-3.58136,2.94035,1209.41,-44.1931,46.2606,1205.68,599.843,0,0,0.00120473,0.0001817,-0.0501056,1.48594,-0.0942395,1.49566,0,0
550,-0.156973,-2.49697,-3.58638,2.94555,1214.82,-45.3612,43.8571,1211.16,593.103,0,0,0.00120473,0.0001817,-0.0492597,1.48517,-0.0917563,1.49468,0,0
551,-0.158323,-2.49704,-3.59141,2.95076,1220,-46.3856,41.119,1216.37,586.032,0,0,0.00120473,0.0001817,-0.0482497,1.48442,-0.0883303,1.49374,0,0
552,-0.159673,-2.4971,-3.59643,2.95596,1225.17,-47.4102,38.3811,1221.6,578.961,0,0,0.00120473,0.0001817,-0.0472396,1.48368,-0.0849049,1.49279,0,0
553,-0.161024,-2.49717,-3.60145,2.96116,1230.35,-48.4349,35.6432,1226.82,571.89,0,0,0.00120473,0.0001817,-0.0462295,1.48293,-0.0814795,1.49185,0,0
554,-0.162374,-2.49723,-3.60647,2.96636,1235.53,-49.4595,32.9053,1232.04,564.819,0,0,0.00120473,0.0001817,-0.0452194,1.48219,-0.0780542,1.4909,0,0
555,-0.163724,-2.49729,-3.6115,2.97156,1240.71,-50.4841,30.1674,1237.26,557.747,0,0,0.00120473,0.0001817,-0.0442093,1.48144,-0.0746287,1.48996,0,0
556,-0.165074,-2.49736,-3.61652,2.97676,1245.88,-51.5087,27.4295,1242.48,550.676,0,0,0.00120473,0.0001817,-0.0431992,1.4807,-0.0712034,1.48901,0,0
557,-0.166425,-2.49742,-3.62154,2.98196,1251.06,-52.5334,24.6917,1247.7,543.605,0,0,0.00120473,0.0001817,-0.0421891,1.47995,-0.0677781,1.48807,0,0
558,-0.167775,-2.49749,-3.62656,2.98716,1256.24,-53.5578,21.9535,1252.92,536.534,0,0,0.00120473,0.0001817,-0.0411791,1.47921,-0.064352,1.48712,0,0
559,-0.169125,-2.49755,-3.63159,2.99237,1261.41,-54.5824,19.2156,1258.14,529.463,0,0,0.00120473,0.0001817,-0.040169,1.47846,-0.0609266,1.48618,0,0
560,-0.170475,-2.49762,-3.63661,2.99757,1266.59,-55.607,16.4777,1263.36,522.392,0,0,0.00120473,0.0001817,-0.0391589,1.47772,-0.0575012,1.48523,0,0
561,-0.171826,-2.49768,-3.64163,3.00277,1271.77,-56.6316,13.7398,1268.58,515.321,0,0,0.00120473,0.0001817,-0.0381488,1.47697,-0.0540758,1.48429,0,0
562,-0.173298,-2.49775,-3.64709,3.00843,1277.4,-57.7466,10.7607,1274.26,507.63,0,0,0.00120473,0.0001817,-0.0370485,1.47615,-0.0503487,1.48325,0,0
563,-0.17477,-2.49782,-3.65256,3.01408,1283.04,-58.8613,7.78139,1279.94,499.939,0,0,0.00120473,0.0001817,-0.0359482,1.47534,-0.046621,1.48222,0,0
564,-0.176242,-2.49789,-3.65802,3.01974,1287.26,-59.3698,5.82001,1284.27,495.863,0,0,0.00120473,0.0001817,-0.0367104,1.47819,-0.0465008,1.48492,0,0
565,-0.177714,-2.49796,-3.66348,3.0254,1291.45,-59.8633,3.88294,1288.57,491.875,0,0,0.00120473,0.0001817,-0.0375178,1.48114,-0.0464672,1.48771,0,0
566,-0.179186,-2.49803,-3.66894,3.03105,1295.64,-60.3571,1.9462,1292.87,487.886,0,0,0.00120473,0.0001817,-0.0383252,1.48408,-0.0464343,1.4905,0,0
567,-0.180658,-2.4981,-3.6744,3.03671,1299.83,-60.8509,0.0094652,1297.18,483.898,0,0,0.00120473,0.0001817,-0.0391326,1.48703,-0.0464015,1.49329,0,0
568,-0.18213,-2.49817,-3.67986,3.04237,1304.02,-61.3444,-1.92754,1301.48,479.91,0,0,0.00120473,0.0001817,-0.03994,1.48997,-0.0463679,1.49608,0,0
569,-0.183602,-2.49824,-3.68532,3.04802,1308.21,-61.8382,-3.86428,1305.78,475.921,0,0,0.00120473,0.0001817,-0.0407473,1.49292,-0.0463351,1.49887,0,0
570,-0.185075,-2.49831,-3.69079,3.05368,1306.07,-63.1625,-5.20086,1303.28,465.036,0,0,0.00120473,0.0001817,-0.0380847,1.49481,-0.0420131,1.50114,0,0
571,-0.186547,-2.49838,-3.69625,3.05934,1302.68,-64.6504,-6.4192,1299.45,452.793,0,0,0.00120473,0.0001817,-0.0347398,1.49649,-0.0368487,1.50331,0,0
572,-0.188019,-2.49845,-3.70171,3.06499,1304.24,-64.8424,-8.13285,1300.89,446.079,0,0,0.00120473,0.0001817,-0.0341597,1.5003,-0.0357339,1.50732,0,0
573,-0.189491,-2.49852,-3.70717,3.07065,1307.92,-64.475,-10.0605,1304.6,441.751,0,0,0.00120473,0.0001817,-0.0347727,1.50504,-0.0363659,1.51212,0,0
574,-0.190963,-2.49859,-3.71263,3.07631,1311.6,-64.1077,-11.988,1308.31,437.423,0,0,0.00120473,0.0001817,-0.0353858,1.50977,-0.0369988,1.51691,0,0
575,-0.192435,-2.49866,-3.71809,3.08196,1315.28,-63.7402,-13.9156,1312.02,433.095,0,0,0.00120473,0.0001817,-0.0359988,1.5145,-0.0376307,1.52171,0,0
576,-0.193907,-2.49873,-3.72355,3.08762,1312.68,-64.8911,-12.4679,1309.63,425.069,0,0,0.00120473,0.0001817,-0.0376858,1.5145,-0.0423988,1.52111,0,0
577,-0.195379,-2.4988,-3.72902,3.09328,1308.6,-66.3752,-10.2708,1305.81,416.231,0,0,0.00120473,0.0001817,-0.039583,1.51339,-0.047953,1.51927,0,0
578,-0.196851,-2.49887,-3.73448,3.09894,1308.57,-66.2353,-11.4156,1305.68,411.283,0,0,0.00120473,0.0001817,-0.0395438,1.51518,-0.0453473,1.52112,0,0
579,-0.198323,-2.49894,-3.73994,3.10459,1308.54,-66.0956,-12.5603,1305.55,406.336,0,0,0.00120473,0.0001817,-0.0395048,1.51697,-0.0427424,1.52297,0,0
580,-0.199795,-2.49901,-3.7454,3.11025,1308.51,-65.9557,-13.7051,1305.41,401.389,0,0,0.00120473,0.0001817,-0.0394656,1.51877,-0.0401369,1.52482,0,0
581,-0.201268,-2.49908,-3.75086,3.11591,1308.48,-65.816,-14.8498,1305.28,396.441,0,0,0.00120473,0.0001817,-0.0394266,1.52056,-0.037532,1.52667,0,0
582,-0.199036,-2.49921,-3.75624,3.12173,1308.27,-65.2824,-15.9639,1305.08,392.451,0,0,0.00120473,0.0001817,-0.0397871,1.52564,-0.0322955,1.5313,0,0
583,-0.196804,-2.49935,-3.76162,3.12756,1308.05,-64.7487,-17.0781,1304.88,388.46,0,0,0.00120473,0.0001817,-0.0401477,1.53071,-0.027059,1.53593,0,0
584,-0.194572,-2.49948,-3.767,3.13339,1307.84,-64.215,-18.1923,1304.67,384.469,0,0,0.00120473,0.0001817,-0.0405082,1.53579,-0.0218224,1.54056,0,0
585,-0.19234,-2.49961,-3.77239,3.13921,1307.63,-63.6815,-19.3063,1304.47,380.479,0,0,0.00120473,0.0001817,-0.0408689,1.54087,-0.0165866,1.54519,0,0
586,-0.190109,-2.49975,-3.77777,3.14504,1307.42,-63.1479,-20.4204,1304.26,376.488,0,0,0.00120473,0.0001817,-0.0412295,1.54594,-0.0113501,1.54982,0,0
